depto,area,factor,no_hogar,internet_residencial,telefono_celular,tiene_equipamiento,desc_equip
5,2,377,2944,2,1,NA,NA
5,2,377,2943,2,2,NA,NA
5,1,260,2977,1,1,1,Computadora de escritorio
5,1,260,2978,2,1,NA,NA
5,1,260,2979,1,2,NA,NA
5,1,260,2972,2,1,1,Computadora laptop
5,1,260,2974,2,1,NA,NA
5,1,260,2973,1,1,NA,NA
5,1,260,2975,2,1,1,Computadora de escritorio
5,1,260,2976,2,1,NA,NA
5,1,404,2987,1,1,NA,NA
5,1,404,2986,2,2,NA,NA
5,1,404,2989,1,2,NA,NA
5,1,404,2988,2,1,NA,NA
5,1,404,2990,2,2,NA,NA
5,1,404,2993,2,2,NA,NA
5,1,404,2991,2,1,NA,NA
5,1,404,2992,2,1,NA,NA
5,1,530,3008,2,2,NA,NA
5,1,530,3005,2,1,NA,NA
5,1,530,3011,2,1,NA,NA
5,1,530,3012,2,2,NA,NA
5,1,530,3009,2,2,NA,NA
5,1,530,3007,2,1,NA,NA
5,1,530,3006,2,1,NA,NA
5,1,530,3010,2,2,NA,NA
5,2,266,3050,2,2,NA,NA
5,2,266,3056,2,2,NA,NA
5,2,266,3055,2,2,NA,NA
5,2,266,3052,2,2,NA,NA
5,2,266,3059,2,2,NA,NA
5,2,266,3057,2,1,NA,NA
5,2,266,3058,2,2,NA,NA
5,2,266,3051,2,2,NA,NA
5,2,266,3054,2,2,NA,NA
5,2,266,3053,2,2,NA,NA
5,2,367,3090,2,1,NA,NA
5,2,367,3086,2,1,NA,NA
5,2,367,3089,2,1,NA,NA
5,2,367,3087,2,1,NA,NA
5,2,367,3088,2,1,NA,NA
5,1,473,3132,2,1,NA,NA
5,1,473,3129,2,1,NA,NA
5,1,473,3130,1,2,NA,NA
5,1,473,3127,1,2,NA,NA
5,1,473,3128,2,2,NA,NA
5,1,473,3131,1,2,NA,NA
5,1,507,3148,2,1,NA,NA
5,1,507,3146,2,1,NA,NA
5,1,507,3149,2,1,NA,NA
5,1,507,3151,2,1,NA,NA
5,1,507,3147,2,1,NA,NA
5,1,507,3145,2,1,NA,NA
5,1,507,3150,2,1,NA,NA
5,1,213,3185,1,1,NA,NA
5,1,213,3182,1,1,NA,NA
5,1,213,3188,1,1,NA,NA
5,1,213,3184,2,1,NA,NA
5,1,213,3183,2,1,NA,NA
5,1,213,3186,2,1,NA,NA
5,1,213,3181,2,1,NA,NA
5,1,213,3189,2,1,NA,NA
5,1,213,3187,2,1,NA,NA
5,1,213,3180,2,1,1,Computadora laptop
5,2,231,3199,2,1,NA,NA
5,2,231,3197,2,1,NA,NA
5,2,231,3195,2,1,NA,NA
5,2,231,3192,2,1,NA,NA
5,2,231,3193,2,1,NA,NA
5,2,231,3190,2,1,NA,NA
5,2,231,3198,2,1,NA,NA
5,2,231,3196,2,1,NA,NA
5,2,231,3191,2,1,NA,NA
5,2,231,3194,2,1,NA,NA
5,1,391,3234,2,2,1,Computadora laptop
5,1,391,3229,2,1,NA,NA
5,1,391,3228,1,2,NA,NA
5,1,391,3230,1,1,1,Computadora laptop
5,1,391,3232,1,1,1,Computadora laptop
5,1,391,3231,2,1,NA,NA
5,1,391,3233,2,1,NA,NA
6,1,264,3277,1,1,1,Computadora de escritorio y Computadora laptop
6,1,264,3276,2,1,NA,NA
6,1,264,3275,2,1,NA,NA
6,1,264,3274,2,1,NA,NA
6,1,264,3273,2,1,NA,NA
6,1,361,3286,2,1,NA,NA
6,1,361,3285,2,1,NA,NA
6,1,361,3287,2,1,NA,NA
6,1,361,3288,2,1,NA,NA
6,1,361,3284,2,1,NA,NA
6,1,361,3290,2,1,NA,NA
6,1,361,3289,2,1,NA,NA
6,1,556,3326,2,1,NA,NA
6,1,556,3329,2,1,NA,NA
6,1,556,3328,1,1,1,Computadora laptop
6,1,556,3330,2,1,NA,NA
6,1,556,3327,2,2,NA,NA
6,1,374,3341,1,1,1,Computadora de escritorio
6,1,374,3343,2,1,NA,NA
6,1,374,3342,2,1,NA,NA
6,1,374,3339,2,1,NA,NA
6,1,374,3340,1,1,NA,NA
6,2,319,3380,2,1,NA,NA
6,2,319,3378,1,1,1,Computadora laptop
6,2,319,3373,1,2,NA,NA
6,2,319,3379,2,1,NA,NA
6,2,319,3374,2,1,NA,NA
6,2,319,3377,2,1,1,Computadora de escritorio
6,2,319,3376,2,1,NA,NA
6,2,319,3375,2,1,NA,NA
6,1,213,3417,2,1,NA,NA
6,1,213,3411,2,1,NA,NA
6,1,213,3410,1,1,NA,NA
6,1,213,3415,2,1,NA,NA
6,1,213,3413,2,1,NA,NA
6,1,213,3414,2,1,NA,NA
6,1,213,3416,2,1,NA,NA
6,1,213,3412,2,1,NA,NA
6,2,160,3421,2,1,NA,NA
6,2,160,3418,2,1,NA,NA
6,2,160,3420,2,2,NA,NA
6,2,160,3422,2,2,NA,NA
6,2,160,3419,2,1,NA,NA
6,2,160,3426,2,1,NA,NA
6,2,160,3425,2,1,NA,NA
6,2,160,3423,2,1,NA,NA
6,2,160,3424,2,2,NA,NA
6,2,125,3481,2,1,NA,NA
6,2,125,3478,2,1,NA,NA
6,2,125,3480,2,2,NA,NA
6,2,125,3487,2,1,NA,NA
6,2,125,3482,2,1,NA,NA
6,2,125,3483,2,1,NA,NA
6,2,125,3479,2,1,NA,NA
6,2,125,3484,2,1,NA,NA
6,2,125,3485,2,1,NA,NA
6,2,125,3486,2,1,NA,NA
6,2,423,3517,2,2,NA,NA
6,2,423,3521,2,1,NA,NA
6,2,423,3519,2,1,NA,NA
6,2,423,3520,2,1,NA,NA
6,2,423,3518,1,1,NA,NA
6,2,423,3515,2,1,NA,NA
6,2,423,3516,2,1,NA,NA
6,2,322,3551,2,1,NA,NA
6,2,322,3559,2,1,NA,NA
6,2,322,3553,2,1,NA,NA
6,2,322,3552,2,1,1,Computadora laptop
6,2,322,3558,2,1,NA,NA
6,2,322,3554,2,1,NA,NA
6,2,322,3556,2,1,NA,NA
6,2,322,3557,2,1,NA,NA
6,2,322,3555,2,1,NA,NA
6,2,322,3560,2,1,NA,NA
6,2,267,3602,2,2,NA,NA
6,2,267,3603,2,1,NA,NA
6,2,267,3605,2,1,NA,NA
6,2,267,3606,2,1,NA,NA
6,2,267,3601,2,1,NA,NA
6,2,267,3600,1,1,1,Computadora laptop
6,2,267,3599,2,1,NA,NA
6,2,267,3598,2,1,NA,NA
6,2,267,3607,2,1,NA,NA
6,2,267,3604,2,1,NA,NA
6,2,249,3643,2,1,NA,NA
6,2,249,3642,2,1,NA,NA
6,2,249,3639,2,1,NA,NA
6,2,249,3637,2,1,NA,NA
6,2,249,3638,2,2,NA,NA
6,2,249,3636,2,1,NA,NA
6,2,249,3640,2,1,NA,NA
6,2,249,3641,2,1,NA,NA
7,1,311,3711,2,1,1,Computadora de escritorio y Computadora laptop
7,1,311,3712,1,1,NA,NA
7,1,311,3714,2,1,NA,NA
7,1,311,3713,2,2,NA,NA
7,1,311,3716,2,1,NA,NA
7,1,311,3715,2,1,NA,NA
7,1,311,3717,2,2,NA,NA
7,2,182,3748,2,1,NA,NA
7,2,182,3750,1,1,1,Computadora laptop
7,2,182,3747,2,1,NA,NA
7,2,182,3745,2,1,NA,NA
7,2,182,3752,1,2,1,Computadora laptop
7,2,182,3751,2,1,1,Computadora de escritorio
7,2,182,3746,2,1,NA,NA
7,2,182,3749,2,1,1,Computadora laptop
7,1,402,3794,2,2,NA,NA
7,1,402,3798,1,2,1,Computadora laptop
7,1,402,3797,2,1,NA,NA
7,1,402,3795,2,1,NA,NA
7,1,402,3799,2,1,NA,NA
7,1,402,3796,2,1,NA,NA
7,1,402,3793,2,1,NA,NA
7,2,517,3800,2,1,NA,NA
7,2,517,3802,2,1,NA,NA
7,2,517,3803,2,1,NA,NA
7,2,517,3801,2,1,NA,NA
7,2,255,3818,2,2,NA,NA
7,2,255,3817,2,1,NA,NA
7,2,255,3820,2,1,NA,NA
7,2,255,3819,2,1,1,Computadora laptop
7,2,255,3821,2,1,NA,NA
7,2,255,3816,2,1,NA,NA
7,2,255,3822,2,1,NA,NA
7,2,255,3823,2,2,NA,NA
7,2,285,3851,2,1,NA,NA
7,2,285,3849,2,1,NA,NA
7,2,285,3856,2,1,NA,NA
7,2,285,3848,2,1,NA,NA
7,2,285,3854,1,1,NA,NA
7,2,285,3855,2,1,NA,NA
7,2,285,3853,2,1,NA,NA
7,2,285,3850,2,1,1,Computadora de escritorio y Computadora laptop
7,2,285,3852,2,1,NA,NA
7,1,322,3897,2,1,NA,NA
7,1,322,3896,1,1,NA,NA
7,1,322,3898,1,1,NA,NA
7,1,322,3892,2,1,NA,NA
7,1,322,3894,1,1,NA,NA
7,1,322,3899,2,1,NA,NA
7,1,322,3893,2,1,1,Computadora laptop
7,1,322,3900,2,1,NA,NA
7,1,322,3895,2,1,NA,NA
7,1,330,3921,1,1,NA,NA
7,1,330,3922,1,1,1,Computadora laptop
7,1,330,3919,2,1,NA,NA
7,1,330,3924,1,1,1,Computadora laptop
7,1,330,3918,1,2,1,Computadora de escritorio
7,1,330,3923,1,1,NA,NA
7,1,330,3920,1,1,NA,NA
7,1,337,3963,2,1,NA,NA
7,1,337,3964,2,1,NA,NA
7,1,337,3962,2,1,NA,NA
7,1,337,3965,2,1,NA,NA
7,1,337,3966,1,1,1,Computadora laptop
7,1,337,3961,1,1,NA,NA
7,1,259,3983,2,1,NA,NA
7,1,259,3982,1,1,1,Computadora laptop
7,1,259,3978,2,1,NA,NA
7,1,259,3981,2,2,NA,NA
7,1,259,3980,2,1,1,Computadora laptop
7,1,259,3977,2,1,NA,NA
7,1,259,3979,2,1,NA,NA
7,1,259,3976,2,1,NA,NA
7,1,160,4026,2,1,1,Computadora de escritorio y Computadora laptop
7,1,160,4027,2,2,NA,NA
7,1,160,4024,2,2,NA,NA
7,1,160,4028,1,1,NA,NA
7,1,160,4023,1,1,1,Computadora laptop
7,1,160,4025,2,2,NA,NA
7,1,305,4069,2,1,NA,NA
7,1,305,4065,2,2,NA,NA
7,1,305,4064,2,2,NA,NA
7,1,305,4068,2,1,NA,NA
7,1,305,4067,1,1,NA,NA
7,1,305,4066,1,1,1,Computadora laptop
8,1,280,4082,2,1,NA,NA
8,1,280,4081,1,1,NA,NA
8,1,280,4085,2,1,NA,NA
8,1,280,4080,2,1,NA,NA
8,1,280,4079,2,1,NA,NA
8,1,280,4083,2,1,NA,NA
8,1,280,4084,2,1,NA,NA
8,1,322,4122,2,1,NA,NA
8,1,322,4119,2,1,NA,NA
8,1,322,4120,1,1,NA,NA
8,1,322,4118,2,1,NA,NA
8,1,322,4117,2,1,NA,NA
8,1,322,4121,2,1,NA,NA
8,1,280,4086,2,1,NA,NA
8,2,330,4168,2,1,NA,NA
8,2,330,4169,2,1,NA,NA
8,2,330,4166,2,1,NA,NA
8,2,330,4167,2,1,1,Computadora de escritorio y Computadora laptop
8,2,330,4170,2,2,NA,NA
8,1,210,4205,2,1,NA,NA
8,1,210,4207,2,1,NA,NA
8,1,210,4203,2,1,NA,NA
8,1,210,4200,1,1,NA,NA
8,1,210,4206,2,1,NA,NA
8,1,210,4208,1,1,NA,NA
8,1,210,4202,2,1,NA,NA
8,1,210,4201,2,1,NA,NA
8,1,210,4204,2,2,NA,NA
8,1,431,4241,2,1,NA,NA
8,1,431,4239,2,1,NA,NA
8,1,431,4243,2,1,NA,NA
8,1,431,4237,2,2,NA,NA
8,1,431,4240,2,2,NA,NA
8,1,431,4242,2,1,NA,NA
8,1,431,4238,2,1,NA,NA
8,1,235,4248,2,1,NA,NA
8,1,235,4244,2,1,NA,NA
8,1,235,4246,2,1,NA,NA
8,1,235,4247,1,1,NA,NA
8,1,235,4245,2,1,NA,NA
8,1,118,4289,2,1,NA,NA
8,1,118,4288,2,1,NA,NA
8,1,118,4290,2,1,NA,NA
8,1,118,4286,2,1,NA,NA
8,1,118,4287,2,1,NA,NA
8,2,156,4303,2,1,NA,NA
8,2,156,4309,2,2,NA,NA
8,2,156,4306,2,1,NA,NA
8,2,156,4311,2,1,NA,NA
8,2,156,4310,2,2,NA,NA
8,2,156,4304,2,1,NA,NA
8,2,156,4307,1,2,NA,NA
8,2,156,4305,2,1,NA,NA
8,2,156,4308,2,1,NA,NA
8,2,447,4338,1,1,NA,NA
8,2,447,4340,2,1,NA,NA
8,2,447,4339,2,2,NA,NA
8,2,258,4367,2,1,NA,NA
8,2,258,4365,2,1,NA,NA
8,2,258,4369,2,1,NA,NA
8,2,258,4368,2,1,NA,NA
8,2,258,4366,2,1,NA,NA
8,2,258,4370,2,1,NA,NA
8,2,313,4394,2,1,NA,NA
8,2,313,4396,2,1,1,Computadora laptop
8,2,313,4395,2,1,NA,NA
9,1,349,4441,2,1,NA,NA
9,1,349,4436,1,1,1,Computadora de escritorio y Computadora laptop
9,1,349,4438,2,1,1,Computadora de escritorio y Computadora laptop
9,1,349,4439,1,1,1,Computadora laptop
9,1,349,4440,2,1,1,Computadora laptop
9,1,349,4437,1,1,1,Computadora laptop
9,1,486,4465,1,1,NA,NA
9,1,486,4461,1,1,NA,NA
9,1,486,4464,1,1,NA,NA
9,1,486,4462,1,2,NA,NA
9,1,486,4463,1,1,NA,NA
9,1,195,4484,1,1,1,Computadora laptop
9,1,195,4482,2,1,NA,NA
9,1,195,4486,1,1,1,Computadora de escritorio
9,1,195,4485,2,1,1,Computadora de escritorio y Computadora laptop
9,1,195,4481,1,1,1,Computadora de escritorio y Computadora laptop
9,1,195,4483,2,1,1,Computadora de escritorio y Computadora laptop
9,1,375,4510,2,1,NA,NA
9,1,375,4511,1,1,1,Computadora laptop
9,1,375,4513,2,1,NA,NA
9,1,375,4508,1,2,NA,NA
9,1,375,4509,1,1,1,Computadora de escritorio
9,1,375,4512,1,1,1,Computadora laptop
9,1,442,4534,2,2,NA,NA
9,1,442,4533,1,1,NA,NA
9,1,442,4532,2,1,NA,NA
9,1,593,4552,1,2,NA,NA
9,1,593,4551,1,1,NA,NA
9,1,593,4554,1,1,NA,NA
9,1,593,4549,2,2,1,Computadora de escritorio
9,1,593,4553,2,1,NA,NA
9,1,593,4550,1,2,NA,NA
9,1,470,4602,1,1,NA,NA
9,1,470,4599,1,1,1,Computadora laptop
9,1,470,4601,2,1,NA,NA
9,1,470,4600,2,1,NA,NA
9,1,470,4603,2,1,NA,NA
9,1,309,4647,2,1,NA,NA
9,1,309,4642,1,1,NA,NA
9,1,309,4645,2,1,NA,NA
9,1,309,4646,2,2,NA,NA
9,1,309,4648,2,1,NA,NA
9,1,309,4643,2,1,NA,NA
9,1,309,4644,2,1,NA,NA
9,1,309,4641,2,1,NA,NA
9,1,309,4640,2,1,NA,NA
9,2,181,4659,2,1,NA,NA
9,2,181,4661,2,1,NA,NA
9,2,181,4662,2,1,NA,NA
9,2,181,4665,2,1,NA,NA
9,2,181,4666,2,1,NA,NA
9,2,181,4663,2,1,NA,NA
9,2,181,4664,2,1,NA,NA
9,2,181,4660,2,1,NA,NA
9,2,181,4658,2,1,NA,NA
9,2,1051,4707,2,1,NA,NA
9,2,1051,4706,2,1,NA,NA
9,1,770,4709,1,1,1,Computadora laptop
9,1,770,4710,2,1,NA,NA
9,1,770,4712,1,1,NA,NA
9,1,770,4714,1,1,1,Computadora de escritorio y Computadora laptop
9,1,770,4711,1,1,NA,NA
9,1,770,4713,2,1,NA,NA
9,1,428,4754,1,1,NA,NA
9,1,428,4755,2,1,NA,NA
9,1,428,4752,1,1,1,Computadora laptop
9,1,428,4749,1,1,NA,NA
9,1,428,4751,2,1,NA,NA
9,1,428,4750,1,1,NA,NA
9,1,428,4753,2,1,1,Computadora laptop
9,2,375,4767,2,1,NA,NA
9,2,375,4765,2,1,NA,NA
9,2,375,4766,2,1,NA,NA
9,2,375,4763,2,2,NA,NA
9,2,375,4764,2,1,NA,NA
9,2,375,4769,2,1,NA,NA
9,2,375,4768,2,1,NA,NA
9,1,305,4806,2,1,NA,NA
9,1,305,4805,1,1,NA,NA
9,2,594,4823,2,2,NA,NA
9,2,594,4824,2,1,NA,NA
9,2,594,4825,2,1,NA,NA
9,2,628,4857,1,1,NA,NA
9,2,628,4858,2,1,NA,NA
9,2,628,4859,2,1,NA,NA
9,2,628,4860,2,1,NA,NA
9,2,628,4856,1,1,NA,NA
9,2,731,4889,1,1,1,Computadora laptop
9,2,731,4892,1,1,NA,NA
9,2,731,4888,2,2,NA,NA
9,2,731,4891,2,1,NA,NA
9,2,731,4890,1,2,NA,NA
9,2,731,4887,1,1,NA,NA
9,1,343,4921,2,1,NA,NA
9,1,343,4925,1,1,1,Computadora laptop
9,1,343,4923,1,1,1,Computadora de escritorio
9,1,343,4918,2,1,NA,NA
9,1,343,4924,2,1,NA,NA
9,1,343,4922,1,1,NA,NA
9,1,343,4919,2,1,1,Computadora de escritorio y Computadora laptop
9,1,343,4920,2,1,1,Computadora laptop
9,2,543,4939,2,1,NA,NA
9,2,543,4942,2,1,NA,NA
9,2,543,4938,2,2,NA,NA
9,2,543,4941,2,1,NA,NA
9,2,543,4940,2,1,1,Computadora laptop
10,1,425,4955,2,2,NA,NA
10,1,425,4950,2,1,NA,NA
10,1,425,4954,2,1,NA,NA
10,1,425,4952,2,1,NA,NA
10,1,425,4953,1,1,NA,NA
10,1,425,4951,2,2,NA,NA
10,1,398,4977,2,1,NA,NA
10,1,398,4976,2,2,1,Computadora laptop
10,1,398,4979,1,2,1,Computadora laptop
10,1,398,4978,2,1,1,Computadora de escritorio y Computadora laptop
10,1,398,4980,1,1,NA,NA
10,1,250,5019,2,1,NA,NA
10,1,250,5020,2,1,NA,NA
10,1,250,5024,2,1,NA,NA
10,1,250,5022,2,2,NA,NA
10,1,250,5021,2,1,NA,NA
10,1,250,5017,2,2,NA,NA
10,1,250,5018,2,1,NA,NA
10,1,250,5023,2,1,NA,NA
10,1,250,5025,2,1,NA,NA
10,2,199,5058,2,1,NA,NA
10,2,199,5059,2,1,NA,NA
10,2,199,5060,2,1,NA,NA
10,2,199,5061,2,1,NA,NA
10,2,199,5057,1,1,NA,NA
10,2,199,5055,2,1,NA,NA
10,2,199,5053,2,1,NA,NA
10,2,199,5056,2,1,NA,NA
10,2,199,5062,2,2,NA,NA
10,2,199,5054,2,1,NA,NA
10,1,530,5070,2,1,NA,NA
10,1,530,5075,2,1,NA,NA
10,1,530,5069,2,2,NA,NA
10,1,530,5073,1,2,NA,NA
10,1,530,5072,1,2,NA,NA
10,1,530,5074,2,2,NA,NA
10,1,530,5071,2,2,NA,NA
10,1,255,5076,1,1,1,Computadora laptop
10,1,255,5077,1,1,1,Computadora laptop
10,1,255,5079,1,1,1,Computadora laptop
10,1,255,5082,1,2,NA,NA
10,1,255,5078,1,1,1,Computadora laptop
10,1,255,5081,2,1,NA,NA
10,1,255,5083,1,1,NA,NA
10,1,255,5080,1,1,1,Computadora de escritorio
10,2,399,5123,2,1,NA,NA
10,2,399,5121,2,1,NA,NA
10,2,399,5119,2,1,NA,NA
10,2,399,5118,2,1,NA,NA
10,2,399,5124,2,1,NA,NA
10,2,399,5117,2,1,NA,NA
10,2,399,5122,2,1,NA,NA
10,2,399,5120,1,1,NA,NA
10,2,181,5153,2,2,NA,NA
10,2,181,5152,2,1,NA,NA
10,2,181,5154,2,1,NA,NA
10,2,181,5155,2,1,NA,NA
10,2,181,5148,2,1,NA,NA
10,2,181,5151,2,1,NA,NA
10,2,181,5150,2,2,NA,NA
10,2,181,5149,2,2,NA,NA
10,2,181,5147,2,2,NA,NA
10,1,193,5188,2,2,NA,NA
10,1,193,5190,2,1,NA,NA
10,1,193,5186,2,1,1,Computadora laptop
10,1,193,5189,2,1,NA,NA
10,1,193,5187,2,1,NA,NA
10,1,193,5185,2,1,NA,NA
10,1,193,5192,2,1,NA,NA
10,1,193,5193,2,1,NA,NA
10,1,193,5191,2,2,NA,NA
10,2,317,5229,2,1,NA,NA
10,2,317,5233,2,1,NA,NA
10,2,317,5234,2,2,NA,NA
10,2,317,5230,2,2,NA,NA
10,2,317,5236,2,2,NA,NA
10,2,317,5232,2,2,NA,NA
10,2,317,5231,2,1,NA,NA
10,2,317,5235,2,1,NA,NA
10,1,182,5267,2,1,NA,NA
10,1,182,5268,2,1,NA,NA
10,1,182,5266,2,1,NA,NA
10,1,182,5265,2,2,NA,NA
10,1,182,5264,2,1,NA,NA
10,1,280,5277,2,2,NA,NA
10,1,280,5276,2,2,NA,NA
10,2,373,5304,2,1,NA,NA
10,2,373,5306,2,2,NA,NA
10,2,373,5303,1,1,NA,NA
10,2,373,5300,2,1,NA,NA
10,2,373,5301,2,1,NA,NA
10,2,373,5302,2,2,NA,NA
10,2,373,5305,2,1,NA,NA
10,2,373,5299,2,1,NA,NA
10,2,338,5341,2,1,NA,NA
10,2,338,5344,2,1,NA,NA
10,2,338,5339,2,1,NA,NA
10,2,338,5343,2,1,NA,NA
10,2,338,5340,2,1,1,Computadora de escritorio y Computadora laptop
10,2,338,5342,2,1,NA,NA
10,1,200,5355,2,1,NA,NA
10,1,200,5359,2,1,NA,NA
10,1,200,5361,2,2,NA,NA
10,1,200,5360,2,1,NA,NA
10,1,200,5356,2,1,NA,NA
10,1,200,5362,2,1,NA,NA
10,1,200,5358,2,1,NA,NA
10,1,200,5357,2,1,NA,NA
10,2,374,5404,2,1,NA,NA
10,2,374,5408,2,1,NA,NA
10,2,374,5406,2,1,NA,NA
10,2,374,5403,2,1,NA,NA
10,2,374,5407,2,1,NA,NA
10,2,374,5410,2,1,NA,NA
10,2,374,5405,2,1,NA,NA
10,2,374,5409,2,1,1,Computadora de escritorio y Computadora laptop
10,2,374,5411,2,2,NA,NA
10,2,374,5402,2,1,NA,NA
11,1,135,5556,2,1,NA,NA
11,1,135,5557,1,1,1,Computadora de escritorio
11,1,166,5528,1,1,NA,NA
11,1,392,5552,1,1,NA,NA
11,1,392,5555,2,1,NA,NA
11,1,392,5554,2,1,NA,NA
11,1,392,5553,1,1,1,Computadora laptop
11,1,392,5551,2,1,NA,NA
11,1,146,5581,2,1,NA,NA
11,1,146,5584,2,1,NA,NA
11,1,146,5580,2,1,NA,NA
11,1,146,5582,2,1,NA,NA
11,1,146,5583,2,1,1,Computadora laptop
11,1,373,5603,1,1,NA,NA
11,1,373,5602,2,1,NA,NA
11,1,373,5607,2,1,NA,NA
11,1,373,5606,1,1,NA,NA
11,1,373,5604,2,1,NA,NA
11,1,373,5605,2,1,NA,NA
11,2,333,5622,2,1,NA,NA
11,2,333,5624,2,1,NA,NA
11,2,333,5626,2,1,NA,NA
11,2,333,5630,2,2,1,Computadora laptop
11,2,333,5627,2,1,NA,NA
11,2,333,5623,2,1,NA,NA
11,2,333,5628,2,1,NA,NA
11,2,333,5625,2,2,NA,NA
11,2,333,5629,2,1,NA,NA
11,2,329,5683,2,1,NA,NA
11,2,329,5679,2,2,NA,NA
11,2,329,5685,2,2,NA,NA
11,2,329,5682,2,1,NA,NA
11,2,329,5684,1,2,NA,NA
11,2,329,5681,2,2,NA,NA
11,2,329,5686,2,1,NA,NA
11,2,329,5680,1,1,NA,NA
11,1,260,5692,2,1,NA,NA
11,1,260,5687,2,1,NA,NA
11,1,260,5689,2,1,NA,NA
11,1,260,5691,2,1,NA,NA
11,1,260,5688,2,1,NA,NA
11,1,260,5694,2,1,NA,NA
11,1,260,5690,2,1,NA,NA
11,1,260,5693,2,1,NA,NA
11,2,332,5724,2,1,NA,NA
11,2,332,5722,2,2,NA,NA
11,2,332,5720,2,2,NA,NA
11,2,332,5725,2,1,NA,NA
11,2,332,5721,2,1,NA,NA
11,2,332,5726,2,2,NA,NA
11,2,332,5723,1,2,1,Computadora de escritorio
11,2,332,5727,2,2,NA,NA
11,2,332,5728,2,1,NA,NA
11,2,413,5764,2,1,NA,NA
11,2,413,5766,2,1,NA,NA
11,2,413,5765,2,1,NA,NA
11,1,179,5796,1,2,NA,NA
11,1,179,5792,2,1,NA,NA
11,1,179,5790,2,1,1,Computadora laptop
11,1,179,5797,2,1,NA,NA
11,1,179,5793,2,1,NA,NA
11,1,179,5791,2,1,1,Computadora laptop
11,1,179,5794,2,1,NA,NA
11,1,179,5795,1,1,NA,NA
11,1,179,5798,1,2,NA,NA
11,2,309,5853,2,1,NA,NA
11,2,309,5855,2,1,NA,NA
11,2,309,5856,2,1,NA,NA
11,2,309,5854,2,1,NA,NA
11,2,309,5852,2,1,NA,NA
11,2,309,5857,2,1,NA,NA
12,1,1042,5897,1,1,1,Computadora laptop
12,1,1042,5899,2,1,NA,NA
12,1,1042,5900,2,1,NA,NA
12,1,1042,5896,1,1,1,Computadora laptop
12,1,1042,5898,2,1,NA,NA
12,1,1042,5895,2,1,1,Computadora laptop
12,1,349,5925,2,1,NA,NA
12,1,349,5924,2,1,1,Computadora laptop
12,1,349,5920,2,1,1,Computadora laptop
12,1,349,5922,2,1,NA,NA
12,1,349,5919,2,1,1,Computadora laptop
12,1,349,5921,2,2,NA,NA
12,1,349,5923,2,2,NA,NA
12,2,372,5946,1,2,NA,NA
12,2,372,5940,1,2,NA,NA
12,2,372,5948,2,2,NA,NA
12,2,372,5943,2,2,NA,NA
12,2,372,5939,2,2,NA,NA
12,2,372,5945,2,1,NA,NA
12,2,372,5947,2,1,NA,NA
12,2,372,5941,2,1,NA,NA
12,2,372,5942,2,1,NA,NA
12,2,372,5944,2,1,NA,NA
12,2,512,5982,1,1,NA,NA
12,2,512,5980,2,1,NA,NA
12,2,512,5979,2,1,NA,NA
12,2,512,5981,2,1,NA,NA
12,2,512,5978,2,1,NA,NA
12,2,505,6026,2,1,NA,NA
12,2,505,6030,1,1,NA,NA
12,2,505,6031,2,2,NA,NA
12,2,505,6027,2,2,NA,NA
12,2,505,6028,2,2,NA,NA
12,2,505,6029,2,1,NA,NA
12,2,417,6061,2,2,NA,NA
12,2,417,6057,2,2,NA,NA
12,2,417,6063,2,1,NA,NA
12,2,417,6059,2,2,NA,NA
12,2,417,6058,2,2,NA,NA
12,2,417,6064,2,1,NA,NA
12,2,417,6056,2,1,NA,NA
12,2,417,6062,2,1,NA,NA
12,2,417,6060,2,1,NA,NA
12,2,464,6093,2,2,1,Computadora laptop
12,2,464,6090,1,1,1,Computadora laptop
12,2,464,6095,2,1,NA,NA
12,2,464,6091,2,1,NA,NA
12,2,464,6094,2,1,NA,NA
12,2,464,6092,2,1,NA,NA
12,2,464,6089,2,1,NA,NA
12,2,464,6088,2,1,NA,NA
12,2,668,6122,1,1,NA,NA
12,2,668,6124,2,1,NA,NA
12,2,668,6123,2,1,NA,NA
12,2,668,6125,2,2,NA,NA
12,2,668,6121,2,1,1,Computadora laptop
12,2,668,6126,2,1,NA,NA
12,1,834,6144,2,1,NA,NA
12,1,834,6147,2,1,NA,NA
12,1,834,6145,2,1,NA,NA
12,1,834,6146,2,1,NA,NA
12,1,834,6143,2,1,NA,NA
12,2,804,6158,2,1,NA,NA
12,2,804,6157,2,1,NA,NA
12,2,729,6188,2,1,NA,NA
12,2,729,6193,1,1,1,Computadora laptop
12,2,729,6190,1,1,1,Computadora de escritorio y Computadora laptop
12,2,729,6192,2,1,NA,NA
12,2,729,6187,2,1,NA,NA
12,2,729,6189,2,1,NA,NA
12,2,729,6191,2,1,NA,NA
12,2,1437,6215,2,1,NA,NA
12,2,1437,6219,2,1,NA,NA
12,2,1437,6217,2,1,NA,NA
12,2,1437,6218,2,2,NA,NA
12,2,1437,6216,2,1,NA,NA
12,2,1238,6248,2,1,NA,NA
12,2,1238,6247,1,1,1,Computadora de escritorio
12,2,1238,6251,2,1,NA,NA
12,2,1238,6250,2,1,NA,NA
12,2,1238,6249,2,1,NA,NA
12,2,884,6281,1,2,1,Computadora laptop
12,2,884,6282,2,1,NA,NA
12,2,884,6283,2,1,NA,NA
12,2,884,6280,2,1,NA,NA
